Country Name,Country Code,Indicator Name,Indicator Code,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Kalimantan Selatan, Prop.",ID.KS,Social protection function expenditure (in IDR),FC.XPD.PROT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,7428601492,7827852664,9121560949,11033404665,12713235917,17582971844,19019402203,25280000000,26943471381,,39864414541,43950000000,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Area (in Km²),LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,36535,38822.62,38841.12,38781.39,38702.39,38884.28,38884.28,38884.28,38744.23,38744.23,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Commercial and Rural Banks Loans Rupiah and Foreign Currency (province level, in IDR Million)",FN.LOAN.CBK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,4157000,4726000,6506000,7533000,8599000,11063000,16174000,17661000,20402710,28530820,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Agriculture (province level, in IDR Million)",FN.CRED.AGR.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,171320,234680,285145,321648,504866,545809,617575,975084,1369887,1662552,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Business (province level, in IDR Million)",FN.CRED.BUS.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,76885,118759,57784,93747,208610,386836,395326,562100,931797,1131201,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Construction (province level, in IDR Million)",FN.CRED.CNST.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,35643,76281,120261,172027,234579,251137,369107,466238,694142,758347,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Manufacture (province level, in IDR Million)",FN.CRED.MNF.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1256278,1392218,1054013,756859,812946,804406,694377,882685,767322,632931,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Mining and Quarrying (province level, in IDR Million)",FN.CRED.MINQ.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,234841,305503,86051,126135,215385,268611,375757,480525,529868,466265,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Other Services (province level, in IDR Million)",FN.CRED.SRV.OTHR.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,442866,630662,771876,1011690,1364766,2006712,2249464,2887005,4175367,5305256,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Social Services (province level, in IDR Million)",FN.CRED.SRV.SOCL.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1328,25523,13389,21292,20425,31856,39100,66008,96787,86919,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Trade (province level, in IDR Million)",FN.CRED.TRAD.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,375963,499812,741934,1041193,1285886,1525003,1924325,2370626,2730466,3109394,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Transportation (province level, in IDR Million)",FN.CRED.TRAN.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,32155,56051,126205,148264,172823,164071,230902,337710,465509,559997,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Sector: Utilities (province level, in IDR Million)",FN.CRED.UTL.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1619,2588,2224,3239,4663,17962,2872,36719,41650,32362,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Utilization: Consumption (province level, in IDR Million)",FN.CRED.CNSP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,401139,600794,752741,989005,1341416,1980654,2218588,2867171,4110594,5259665,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total credit by Utilization: Investment (province level, in IDR Million)",FN.CRED.INVS.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,407074,560372,562011,777180,1159010,1305318,1585431,1987840,2749521,3624449,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Credit by Utilization: Working Capital (province level, in IDR Million)",FN.CRED.WCAP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1820685,2180911,1944130,1929909,2324523,2716431,3094786,4209689,4942680,4861110,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Deposits (province level, in IDR Million)",FN.DPST.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,4033713,4673878,4984548,5738045,7040965,8378246,10813204,12797985,16026348,18163845,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Expenditure (in IDR),EC.XPD.TOTL.CR,,,,,,,,,,,,,,,,,,,,,,,,,,4.17E+11,4.94E+11,5.91E+11,5.85E+11,7.97E+11,1.13E+12,1.22E+12,2.42E+12,3.50E+12,2.41E+12,2.47E+12,4.00E+12,,4.92E+12,5.10E+12,5.18E+12
"Kalimantan Selatan, Prop.",ID.KS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,,,,,,,,901145,1048039,1143481,1237794,1474930,1731986,2054352,2336840,2865650,3267404,4567506,5294956,6210472,7293572,8039834,12244516,14700105,17215468,19223200,22880290,25399910,28028040,31794070,34670488,39439000,45844000,51460000,58542000,68234880,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total GDP excluding Oil and Gas (in IDR Million), Constant Price",NA.GDP.EXC.OG.KR,,,,,,,,6119734.2,6818760.3,7331321.2,7796947.3,8725287.6,8721960,9208437.3,9917596.4,10441056,11812050,12869426,14037782,15354190,16962863,17709545,16444379,17314988,18096202,18878993.48,19599394.96,20636412.4,21692483.62,22841024.15,23995326.19,25453963.22,27119368,28578332.83,30204509.76,32101355.47,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total GDP excluding Oil and Gas (in IDR Million), Current Price",NA.GDP.EXC.OG.CR,,,,,,,,,,,,,,,,,,,,,,,,,18096202,20235720.14,22348961.72,24913843.62,27518034.48,31282872.29,34142299.38,38852763.34,45204761,50813676.09,57862527.03,67481898.44,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,3046009.4,3393431.4,4298769.1,4676063.8,4765798.3,4498171.7,5366203.7,6119734.2,7321622.4,7912605.5,8336546,9020683.5,9099997.6,9374019,10088694,10644879,12013631,13087950,14201175,15531149,17168203,17942544,17022675,17922823,18610613,19383709.99,20120303.21,21109039.43,22171332.06,23292544.5,24452264.79,25922287.52,27593093,29051630.55,30674123.86,32552849.54,34418537,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total GDP including Oil and Gas (in IDR Million), Current Price",NA.GDP.INC.OG.CR,,,,,,,,,,,,,,,,,,,,,,,,,18610613,20740436.65,22880288.13,25399908.28,28028043.93,31794068.9,34670494.29,39438767.06,45843794,51460175.7,58541818.6,68186882.7,75923133,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total General Allocation Grant/DAU (in IDR),REV.DAU.CR,,,,,,,,,,,,,,,,,,,1.29E+11,52830000000,56500000000,21870000000,26300000000,33580000000,38160000000,1.29E+11,1.62E+11,2.04E+11,2.10E+11,2.38E+11,3.79E+11,4.28E+11,4.67E+11,4.84E+11,4.58E+11,5.05E+11,6.53E+11,6.84E+11,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Natural Resource Revenue Sharing/DBH SDA (in IDR),REV.NRRV.SHR.CR,,,,,,,,,,,,,,,,,,,11820000000,20310000000,29730000000,22350000000,62980000000,74430000000,1.04E+11,97231556009,85340460180,11270992915,26981033575,60607878778,1.15E+11,1.75E+11,1.27E+11,2.76E+11,3.10E+11,3.73E+11,6.46E+11,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Natural Resources Revenue Sharing from Fishery (in IDR, realization value)",NRRV.SHR.FSH.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Natural Resources Revenue Sharing from Forestry (in IDR, realization value)",NRRV.SHR.FRST.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471787405,310201710,1020833235,6492000000,618221728,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Natural Resources Revenue Sharing from Gas (in IDR, realization value)",NRRV.SHR.GAS.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Natural Resources Revenue Sharing from Geothermal  Energy (in IDR, realization value)",NRRV.SHR.GEOT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Natural Resources Revenue Sharing from Mining (in IDR, realization value)",NRRV.SHR.MIN.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66175580972,1.03E+11,87672987485,2.23E+11,3.07E+11,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,"Total Natural Resources Revenue Sharing from Oil (in IDR, realization value)",NRRV.SHR.PETR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427935698,5034288427,781913576,6453000000,3129485413,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Other Revenue (in IDR),REV.OTHR.CR,,,,,,,,,,,,,,,,,,,1738000000,3220000000,274200000,327900000,0,0,0,0,0,6569576000,,5797240000,0,50000000000,32240000000,82964867573,63393120256,83883122688,3.30E+11,2.50E+12,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Own Source Revenue/PAD (in IDR),REV.OSRV.CR,,,,,,,,,,,,,,,,,,,27010000000,37580000000,50720000000,56670000000,38940000000,55880000000,77270000000,1.31E+11,2.12E+11,2.78E+11,3.64E+11,5.30E+11,5.85E+11,6.78E+11,1.05E+12,1.02E+12,1.29E+12,1.87E+12,2.48E+12,2.50E+12,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Population (in number of people),SP.POP.TOTL,,,,,,,,2208822,2259673,2311997,2365849,2421276,2478335,2537080,2606500,2664000,2722400,2781500,2840900,2893477,2960300,3020700,3081300,3141900,2975714,3006158.501,3068174.323,3224049.766,3256613.028,3277351.416,3392800.416,3451352.262,3510032.4,3568475.882,3626616,3714340,3784981,3854485,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Population for Age 0-14 (only 2005 and 2010) (in number of people),SP.POP.0014.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979881,,,,,1055906,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Population for Age 15-64 (only 2005 and 2010) (in number of people),SP.POP.1564.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186800,,,,,2439989,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Population for Age 65 and above (only 2005 and 2010) (in number of people),SP.POP.65UP.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104732,,,,,130709,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Revenue (in IDR),REV.TOTL.CR,,,,,,,,,,,,,,,,,,,2.17E+11,1.65E+11,1.97E+11,1.66E+11,1.98E+11,2.72E+11,3.28E+11,3.90E+11,4.98E+11,5.63E+11,9.72E+11,9.24E+11,1.18E+12,1.55E+12,1.88E+12,2.11E+12,2.28E+12,3.15E+12,4.34E+12,4.35E+12,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Revenue Sharing,REV.RV.SHR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Special Allocation Grant/DAK (in IDR),REV.DAK.CR,,,,,,,,,,,,,,,,,,,37060000000,38420000000,44300000000,49690000000,54450000000,89870000000,92790000000,0,0,5700000000,,,0,,36040000000,43352000000,19837300000,37246400000,38850000000,41550000000,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Agriculture (in IDR Billion),DAK.AGR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Demographic (in IDR Billion),DAK.POP.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Education (in IDR Billion),DAK.EDU.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Environment (in IDR Billion),DAK.ENVR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Fishery (in IDR Billion),DAK.FSH.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Forestry (in IDR Billion),DAK.FRST.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Government Sector (in IDR Billion),DAK.GOVT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Health (in IDR Billion),DAK.HE.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.639,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Health Sector (Subsect: Basic Services) (in IDR Billion),DAK.HE.BSRV.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Health Sector (Subsect: Recommended Services) (in IDR Billion),DAK.HE.RSRV.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.639,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Infrastructure (in IDR Billion),DAK.INFR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.039,36.713,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Infrastructure Sector (Subsect: Irrigation) (in IDR Billion),DAK.INFR.IRIG.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.614,18.168,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Infrastructure Sector (Subsect: Road) (in IDR Billion),DAK.INFR.ROD.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.425,18.545,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Infrastructure Sector (Subsect: Water) (in IDR Billion),DAK.INFR.H2O.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Trade (in IDR Billion),DAK.TRAD.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Specific Allocation Grant for Village (in IDR Billion),DAK.VILG.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Selatan, Prop.",ID.KS,Total Tax Revenue Sharing/DBH Pajak (in IDR),REV.TXRV.SHR.CR,,,,,,,,,,,,,,,,,,,10790000000,12880000000,14980000000,15380000000,14840000000,17730000000,15660000000,32636576946,38453977171,57114107927,67132958664,89080854757,1.01E+11,2.16E+11,1.61E+11,2.02E+11,1.43E+11,2.80E+11,1.97E+11,,,,
"Kalimantan Selatan, Prop.",ID.KS,Tourism and culture function expenditure (in IDR),FC.XPD.TOUR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,5031901977,6206972096,3362000505,,,,10510358379,15830000000,17404757999,,25800931476,24440000000,,,,
"Kalimantan Selatan, Prop.",ID.KS,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,,,,,,,,,,,,,,,,,,,,,57.26141,,,,58.29576,,,58.18369,,57.22307,,,62.91793,,,68.3299389,,,67.540321,,
"Kalimantan Selatan, Prop.",ID.KS,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,,,,,,,,,,,,,,,,,,,,,19.22545,,,,15.01353,,,9.851206,,13.98673,,,11.55015,,,8.452138493,,,4.9899192,,
"Kalimantan Selatan, Prop.",ID.KS,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,,,,,,,,,,,,,,,,,,,,,13.83126,,,,18.57529,,,22.52437,,23.63451,,,22.74569,,,22.19959267,,,26.612904,,
"Kalimantan Selatan, Prop.",ID.KS,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,,,,,,,,,,,,,,,,,,,,,0.1844168,,,,0.3606853,,,0.9235505,,1.225115,,,1.013171,,,1.018329939,,,0.85685486,,
"Kalimantan Tengah, Prop.",ID.KT,Agriculture function expenditure (in IDR),FC.XPD.AGR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,33006967331,21393629436,21956450411,23056465473,23520685151,50149660933,68353767376,1.04E+11,1.16E+11,98066646614,,1.30E+11,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)",SE.NEXM.SCR.JRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)",SE.NEXM.SCR.PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",SE.NEXM.SCR.SRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,Birth attended by Skilled Health worker (in % of total birth),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,40.15759,45.11357,52.01436,57.94308,62.41833,55.2879,61.0507,63.14982,68.09007,66.27809,60.59609,60.92102,59.29894,63.66305,66.75111,69.75432,74.74014,78.862724,77.37112,81.44,84.49
"Kalimantan Tengah, Prop.",ID.KT,BPK Audit Report on Sub-National Budget,BPK.AUD.SUBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,Capital expenditure (in IDR),EC.XPD.CAP.CR,,,,,,,,,,,,,,,,,,,,,,,,,,95226482879,67774730089,1.16E+11,1.59E+11,1.68E+11,3.83E+11,4.43E+11,5.74E+11,1.22E+12,5.41E+11,4.32E+11,6.36E+11,9.41E+11,8.15E+11,9.59E+11,7.84E+11
"Kalimantan Tengah, Prop.",ID.KT,Consumer Price Index in 42 cities base 1996,EP.CPI.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,Consumer Price Index in 45 cities base 2002,EP.CPI.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,Consumer Price Index in 66 cities base 2007,EP.CPI.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,Economy function expenditure (in IDR),FC.XPD.ECON.CR,,,,,,,,,,,,,,,,,,,,,,,,,,14441668391,17605235962,32172362932,27996996330,17161601194,28296460919,32883125979,48310000000,72498625999,54547093478,,79050000000,,,,
"Kalimantan Tengah, Prop.",ID.KT,Education function expenditure (in IDR),FC.XPD.EDU.CR,,,,,,,,,,,,,,,,,,,,,,,,,,15164990018,15241050370,33590216688,38780671898,37273413626,64393114185,87547747046,1.03E+11,2.48E+11,2.23E+11,,2.12E+11,,,,
"Kalimantan Tengah, Prop.",ID.KT,Environment function expenditure (in IDR),FC.XPD.ENVR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,4539781252,4386819524,5868099510,4662525317,2394228512,4289736362,5886469053,9064000000,8662229839,5787723423,,9287000000,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Animals and vegetable oil, fat and waxes (province Level, in USD)",TRAD.EXPT.OLFTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199000,15799792,33486732,62221243,51351648,135200000,220196660,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Beverages and tobacco (province Level, in USD)",TRAD.EXPT.BVTO,,,,,,,,,,,,,,,,,,,,,,,,257700,15300,4090,,,8842,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Chemical and related products, nes (province Level, in USD)",TRAD.EXPT.CHEM,,,,,,,,,,,,,,,,,,,,,,,222620,108090,145559,,36022,4131,175295,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Commodities and transaction not elsewhere classified (province Level, in USD)",TRAD.EXPT.OTHR,,,,,,,,,,,,,,,,,,,,,,,2011769,29448,,,,,,,,,,,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Crude materials, inedible, except fuels (province Level, in USD)",TRAD.EXPT.CRUD,,,,,,,,,,,,,,,,,,,,,,,26538466,32130722,38135292,21183736,20541976,19337929,15075243,16114242,47858464,45035036,96608442,26493906,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Food and Live Animals (province Level, in USD)",TRAD.EXPT.FLVSK,,,,,,,,,,,,,,,,,,,,,,,214855,623522,210822,1741870,161889,118223,267803,45514,75963,2162452,243533,673630,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Machinery and transport equipment (province Level, in USD)",TRAD.EXPT.MTRN,,,,,,,,,,,,,,,,,,,,,,,,15266,420832,16968,16793,,145083,,,,,623818,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Manufactured goods, classified chiefly by material (province Level, in USD)",TRAD.EXPT.MANF,,,,,,,,,,,,,,,,,,,,,,,83114507,58751791,60754850,73374440,48901689,51434678,54579830,75023954,68993414,58305146,73338577,75184107,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Mineral fuels, lubricants and related materials (province Level, in USD)",TRAD.EXPT.FUEL,,,,,,,,,,,,,,,,,,,,,,,1227195,,,,,,846583,160000,,8166540,5256566,4260279,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,"Export: Miscellaneous manufactures articles (province Level, in USD)",TRAD.EXPT.MANF.OTHR,,,,,,,,,,,,,,,,,,,,,,,623267,816870,750592,164950,31617,138647,161068,491874,9290,,608,6683,,,,,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on changes in stock (in IDR Million),NE.GDI.STKB.CR,,,,,,,,,,,,,,,,,,159478,179053,191723,361568,-22247,369981,852651,172122,137479,345206,271940,360166,964395,1126307,1658754,1223848,1145233.68,1717180,2051328.63,2155303.5,2076366.2,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on exports (in IDR Million),NE.GDI.EXPT.CR,,,,,,,,,,,,,,,,,,782430,999071,1190991,1435905,2235834,4150619,2988257,3883040,4331703,4600135,5206277,5707450,7058767,8422187,9130426,11520681,14139878.79,18593700,22058288.5,23931424,29122242,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on general government consumption (in IDR Million),NE.GDI.CON.GOVT.CR,,,,,,,,,,,,,,,,,,453531,502232,562617,632971,746068,903173,1123130,1413648,1660125,2131640,2635473,3146420,3377342,3805004,4500925,5307004,5869412.47,7021070,8295863.73,9954738,11552605,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on gross fixed capital formation (in IDR Million),NE.GDI.FTOT.CR,,,,,,,,,,,,,,,,,,1328284,1489792,1655933,1981697,2123131,2756758,3376855,4013268,4475768,4831875,5317859,6188471,7535692,10040579,11787262,14521426,16013503.64,18393798.39,21350177.75,25764473,29695545,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on imports (in IDR Million),NE.GDI.IMPT.CR,,,,,,,,,,,,,,,,,,-903470,-1116073,-1269804,-1679571,-2110119,-3935921,-4262523,4821520,5596856,6192146,6989193,7260835,8808078,11330959,13364926,15911055,17396239.89,22199270,27225397.84,31538296,37217478,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on non profit private institution consumption (in IDR Million),NE.GDI.CON.NPI.CR,,,,,,,,,,,,,,,,,,62866,69642,82987,83240,93409,105927,108356,133794,156906,181258,203978,217382,242575,270815,304194,364905,416636.59,502201.97,594547.67,693618.3,817103.82,,,
"Kalimantan Tengah, Prop.",ID.KT,GDP expenditure on private consumption (in IDR Million),NE.GDI.CON.PRVT.CR,,,,,,,,,,,,,,,,,,1183766,1534044,1937246,2389936,2880082,4259161,5353101,6186178,7151683,8264681,9058697,9940926,10612477,12149139,13915315,15733359,16973374.78,18542434.55,21922731.47,24927320,27469083,,,
"Kalimantan Tengah, Prop.",ID.KT,"GDP on Agriculture Sector (in IDR Million), Constant Price",NA.GDP.AGR.KR,935575.75,1125797.4,1273752.2,1586964.4,1928630.6,1782563.4,1683073.1,1494640.4,1373023.3,1513754.3,1561524.5,1819682.9,2118718.9,2223227.5,2435094.1,2568825.6,2631386.3,2952701.8,3331367.6,3618157.6,3909455.1,4159793.9,3993836.2,4034794.7,4217020,4408706.59,4834806.41,5230195.61,5240882.91,5296808.32,5475032.85,5585150.44,5473362,5651148.94,5798337.27,6000632.8,6243750,,,,
"Kalimantan Tengah, Prop.",ID.KT,"GDP on Agriculture Sector (in IDR Million), Current Price",NA.GDP.AGR.CR,,,,,,,,,,,,,,,,,,,,,,,,,4217020,4568281.26,5468056.07,6191381.91,6849838.62,7251866.3,8637176.99,9440962.75,9664205.1,10463558.32,12169489,13917890,15641970,,,,
"Kalimantan Tengah, Prop.",ID.KT,"GDP on Construction Sector (in IDR Million), Constant Price",NA.GDP.CNST.KR,40286.091,48962.523,51509.578,67821.252,71394.895,124194.82,209671.75,212340.27,182084.44,161966.83,229345.76,190800.94,157722.47,180709.68,196797.48,304574.55,451682.74,530915.07,570649.58,607329.05,691101.78,725237.62,585883.96,513765.52,489592.75,534292.57,567899.57,572556.35,602043,646570.41,697333.86,787350.94,902910.29,988957.59,1053850.19,1149397.31,1245490,,,,
"Kalimantan Tengah, Prop.",ID.KT,"GDP on Construction Sector (in IDR Million), Current Price",NA.GDP.CNST.CR,,,,,,,,,,,,,,,,,,,,,,,,,489592.75,597152.02,649337,686524.61,787144,1047961.33,1223721.53,1508657.72,1956746.5,2194498.01,2369041.18,2708837.46,3087360,,,,
"Kalimantan Tengah, Prop.",ID.KT,"GDP on Financial Service Sector (in IDR Million), Constant Price",NA.GDP.FINS.KR,153522.95,187536.74,188805.71,193294.18,196118.3,193658.87,191243.26,220161.4,218207.01,261348.23,278877.26,322274.81,387646.15,387887.63,481355.62,440648.09,416484.51,471599.65,490548.44,526991.21,538439.66,548300.7,453711.23,428203.07,447327.21,459089.85,482369.32,508128.68,550480,614068.29,670169.56,776803.32,856823.23,970832.31,1152152.76,1282836.21,1444650,,,,
"Kalimantan Tengah, Prop.",ID.KT,"GDP on Financial Service Sector (in IDR Million), Current Price",NA.GDP.FINS.CR,,,,,,,,,,,,,,,,,,,,,,,,,447327.21,508631.57,601475.33,692754.52,820407.24,971039.64,1153882.17,1441939.08,1823732.3,2087265.48,2488628.56,2885513.55,3392340,,,,
