Country Name,Country Code,Indicator Name,Indicator Code,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Jawa Barat, Prop.",ID.JR,Social protection function expenditure (in IDR),FC.XPD.PROT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,22364394951,27242218382,37332397810,33774828090,54938729000,61857762969,46066731902,47690000000,73810089609,83355863670,,1.30E+11,,,,
"Jawa Barat, Prop.",ID.JR,Total Area (in Km²),LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,32768,35001,35249.28,35249.28,35112.76,35422.94,35422.94,35422.94,35377.76,35377.76,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Commercial and Rural Banks Loans Rupiah and Foreign Currency (province level, in IDR Million)",FN.LOAN.CBK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,49931000,59159000,76042000,93683000,103789000,125886000,166300000,181408000,210901150,275961000,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Agriculture (province level, in IDR Million)",FN.CRED.AGR.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,412306,510007,646748,872515,1276341,1316324,1304711,1517905,1845987,2341852,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Business (province level, in IDR Million)",FN.CRED.BUS.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,381459,459263,931343,1422275,1995452,2880788,3456475,4950289,6027720,6703764,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Construction (province level, in IDR Million)",FN.CRED.CNST.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,488459,269794,362991,539309,910961,1120022,1745875,2011521,2880186,3445181,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Manufacture (province level, in IDR Million)",FN.CRED.MNF.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,6639597,7695519,7679515,7776436,8733034,10206168,11572046,14296841,17469205,17255954,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Mining and Quarrying (province level, in IDR Million)",FN.CRED.MINQ.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,10449,23120,19077,34257,70002,95243,114333,94118,308537,219934,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Other Services (province level, in IDR Million)",FN.CRED.SRV.OTHR.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,6996189,9653465,12377820,15588431,21107721,26459759,30069803,35164120,42256245,49251395,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Social Services (province level, in IDR Million)",FN.CRED.SRV.SOCL.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,226406,293917,328472,530433,744931,943542,1104306,1361799,1797657,2025962,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Trade (province level, in IDR Million)",FN.CRED.TRAD.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,2490172,3051232,4262703,6634035,8218456,10630195,12767932,16195486,21023724,25672007,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Transportation (province level, in IDR Million)",FN.CRED.TRAN.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,93152,152414,419154,518600,744733,1059046,1235782,1335201,3547612,6020340,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Sector: Utilities (province level, in IDR Million)",FN.CRED.UTL.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,16244,7037,10406,19159,14380,14951,26987,72076,261827,430570,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Utilization: Consumption (province level, in IDR Million)",FN.CRED.CNSP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,6384292,9017707,11851631,15261432,20801247,26115665,29849111,34936168,41881803,49000536,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total credit by Utilization: Investment (province level, in IDR Million)",FN.CRED.INVS.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,2200327,2569425,2694120,3485236,4483259,5676197,6338274,8233755,10438185,11896366,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Credit by Utilization: Working Capital (province level, in IDR Million)",FN.CRED.WCAP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,9169814,10528636,12492478,15188782,18531505,22934176,27210865,33829433,45098712,52470057,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Deposits (province level, in IDR Million)",FN.DPST.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,60346374,67396250,73045303,74185523,76981781,88902630,104431226,119516608,135600000,154212461,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Expenditure (in IDR),EC.XPD.TOTL.CR,,,,,,,,,,,,,,,,,,,,,,,,,,2.22E+12,2.37E+12,3.13E+12,3.67E+12,4.31E+12,4.91E+12,5.34E+12,6.47E+12,8.60E+12,9.02E+12,1.03E+13,1.69E+13,,2.08E+13,2.44E+13,2.76E+13
"Jawa Barat, Prop.",ID.JR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,,,,,,,,10190718,13144190,14635138,15715525,18618430,22500730,26324278,31707358,36606108,41064052,53939676,64812492,76198176,89405208,101100000,142800000,150000000,195800000,219186976,241468944,275721696,305703392,389244672,473187296,526220000,633300000,689841344,770660992,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total GDP excluding Oil and Gas (in IDR Million), Constant Price",NA.GDP.EXC.OG.KR,41957148,44720889,45226594,53194153,51608163,52220534,59746538,62510329,74040041,88884928,99384787,113400000,117800000,128600000,137100000,152400000,166400000,179200000,193700000,211100000,229300000,240700000,197200000,204600000,185000000,192034328,199761226.7,209644869.3,220295696.6,234010928.2,248774393.5,265834045,282700000,294324391.6,312842537.4,334457125,,,,,
"Jawa Barat, Prop.",ID.JR,"Total GDP excluding Oil and Gas (in IDR Million), Current Price",NA.GDP.EXC.OG.CR,,,,,,,,,,,,,,,,,,,,,,,,,185000000,208031513.5,230943495.6,264355239.5,292328155.5,370693823.2,448250513.5,501445228.7,596900000,658040583.6,737657049.8,824061937.5,,,,,
"Jawa Barat, Prop.",ID.JR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,44202215,47667791,47947548,55911209,54860934,58074621,65240929,68138893,81873144,99479994,108500000,119400000,124300000,134600000,144100000,161900000,174600000,187100000,200900000,217900000,238300000,249900000,206400000,212100000,195900000,202131382.9,209731189.4,219525220.7,230003495.9,242883881.7,257499445.8,274180307.8,291200000,303405250.5,321875841.5,343111243.2,364400000,,,,
"Jawa Barat, Prop.",ID.JR,"Total GDP including Oil and Gas (in IDR Million), Current Price",NA.GDP.INC.OG.CR,,,,,,,,,,,,,,,,,,,,,,,,,195900000,218525216.4,241468938.7,275721680.6,305703401.8,389244653.8,473187292.6,526608764.9,633300000,689841314.3,770660505.1,860981992.2,946900000,,,,
"Jawa Barat, Prop.",ID.JR,Total General Allocation Grant/DAU (in IDR),REV.DAU.CR,,,,,,,,,,,,,,,,,,,8.15E+11,8.91E+11,9.07E+11,8.49E+11,2.16E+11,3.08E+11,2.34E+11,5.52E+11,3.94E+11,5.75E+11,5.74E+11,5.71E+11,5.66E+11,9.33E+11,9.04E+11,9.84E+11,1.09E+12,1.18E+12,1.27E+12,1.47E+12,,,
"Jawa Barat, Prop.",ID.JR,Total Natural Resource Revenue Sharing/DBH SDA (in IDR),REV.NRRV.SHR.CR,,,,,,,,,,,,,,,,,,,6968000000,9072000000,11340000000,15190000000,14470000000,11310000000,12830000000,76605861324,1.04E+11,1.07E+11,1.36E+11,1.07E+11,1.31E+11,55245631890,92810000000,2.49E+11,1.90E+11,7.42E+11,3.15E+11,,,,
"Jawa Barat, Prop.",ID.JR,"Total Natural Resources Revenue Sharing from Fishery (in IDR, realization value)",NRRV.SHR.FSH.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Natural Resources Revenue Sharing from Forestry (in IDR, realization value)",NRRV.SHR.FRST.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297436376,200302213,950781151,3339000000,2686120651,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Natural Resources Revenue Sharing from Gas (in IDR, realization value)",NRRV.SHR.GAS.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43825308440,37236359769,2413101679,8911000000,16656499522,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Natural Resources Revenue Sharing from Geothermal  Energy (in IDR, realization value)",NRRV.SHR.GEOT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19E+11,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Natural Resources Revenue Sharing from Mining (in IDR, realization value)",NRRV.SHR.MIN.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804573183,2143588209,4287864745,4851000000,5497982619,,,,,,,
"Jawa Barat, Prop.",ID.JR,"Total Natural Resources Revenue Sharing from Oil (in IDR, realization value)",NRRV.SHR.PETR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59180543714,90213914344,45915565487,80220000000,47664156401,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Other Revenue (in IDR),REV.OTHR.CR,,,,,,,,,,,,,,,,,,,279700000,368700000,442200000,575800000,0,0,0,0,1.59E+11,,,,0,30497150788,96230000000,93457644134,62087405568,25138405376,4.06E+12,1.24E+13,,,
"Jawa Barat, Prop.",ID.JR,Total Own Source Revenue/PAD (in IDR),REV.OSRV.CR,,,,,,,,,,,,,,,,,,,3.49E+11,4.70E+11,5.42E+11,5.92E+11,3.02E+11,4.43E+11,6.95E+11,1.21E+12,1.55E+12,2.16E+12,2.85E+12,3.60E+12,3.75E+12,4.22E+12,5.28E+12,5.52E+12,7.25E+12,8.50E+12,9.98E+12,1.24E+13,,,
"Jawa Barat, Prop.",ID.JR,Total Population (in number of people),SP.POP.TOTL,,,,,,,,25043881,25612037,26197621,26801315,27423871,28066045,28728647,29514900,30049100,30586200,31124000,31661100,32106895,32731500,33266100,33798400,34327100,35723473,36507662.4,37345086.13,38205985.91,38967656.75,39517942.22,40289910.58,40981203.31,41674497,42364423.27,43053732,43938796,44643586,45340799,,,
"Jawa Barat, Prop.",ID.JR,Total Population for Age 0-14 (only 2005 and 2010) (in number of people),SP.POP.0014.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11446933,,,,,12594648,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Population for Age 15-64 (only 2005 and 2010) (in number of people),SP.POP.1564.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25738904,,,,,28454203,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Population for Age 65 and above (only 2005 and 2010) (in number of people),SP.POP.65UP.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701138,,,,,1978393,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Revenue (in IDR),REV.TOTL.CR,,,,,,,,,,,,,,,,,,,1.25E+12,1.46E+12,1.57E+12,1.58E+12,6.96E+11,1.04E+12,1.29E+12,2.15E+12,2.54E+12,3.26E+12,5.24E+12,4.82E+12,5.05E+12,6.01E+12,7.28E+12,7.79E+12,9.74E+12,1.11E+13,1.69E+13,1.92E+13,,,
"Jawa Barat, Prop.",ID.JR,Total Revenue Sharing,REV.RV.SHR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Special Allocation Grant/DAK (in IDR),REV.DAK.CR,,,,,,,,,,,,,,,,,,,46110000000,51480000000,56750000000,72110000000,87710000000,1.82E+11,2.35E+11,0,0,,,,0,,0,0,38570300000,45764600000,48360000000,80070000000,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Agriculture (in IDR Billion),DAK.AGR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Demographic (in IDR Billion),DAK.POP.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Education (in IDR Billion),DAK.EDU.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Environment (in IDR Billion),DAK.ENVR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Fishery (in IDR Billion),DAK.FSH.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Forestry (in IDR Billion),DAK.FRST.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Government Sector (in IDR Billion),DAK.GOVT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Health (in IDR Billion),DAK.HE.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Health Sector (Subsect: Basic Services) (in IDR Billion),DAK.HE.BSRV.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Health Sector (Subsect: Recommended Services) (in IDR Billion),DAK.HE.RSRV.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Infrastructure (in IDR Billion),DAK.INFR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Infrastructure Sector (Subsect: Irrigation) (in IDR Billion),DAK.INFR.IRIG.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Infrastructure Sector (Subsect: Road) (in IDR Billion),DAK.INFR.ROD.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Infrastructure Sector (Subsect: Water) (in IDR Billion),DAK.INFR.H2O.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Trade (in IDR Billion),DAK.TRAD.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Specific Allocation Grant for Village (in IDR Billion),DAK.VILG.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Prop.",ID.JR,Total Tax Revenue Sharing/DBH Pajak (in IDR),REV.TXRV.SHR.CR,,,,,,,,,,,,,,,,,,,30010000000,37490000000,47370000000,54390000000,76280000000,92570000000,1.10E+11,3.14E+11,3.33E+11,4.12E+11,4.88E+11,5.42E+11,6.02E+11,7.67E+11,9.07E+11,9.40E+11,1.11E+12,5.57E+11,1.20E+12,,,,
"Jawa Barat, Prop.",ID.JR,Tourism and culture function expenditure (in IDR),FC.XPD.TOUR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,16912587313,39318239679,36000128698,39069765932,42896466159,54986769656,54090162797,61710000000,70863385111,62012379226,,1.14E+11,,,,
"Jawa Barat, Prop.",ID.JR,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,,,,,,,,,,,,,,,,,,,,,68.68898,,,,67.54362,,,68.35707,,73.31268,,,76.92046,,,81.79661017,,,84.183159,,
"Jawa Barat, Prop.",ID.JR,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,,,,,,,,,,,,,,,,,,,,,7.545328,,,,4.707837,,,2.4314,,2.703168,,,2.043945,,,1.13559322,,,0.78832608,,
"Jawa Barat, Prop.",ID.JR,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,,,,,,,,,,,,,,,,,,,,,23.61227,,,,27.59623,,,28.96839,,23.8292,,,20.96747,,,16.93220339,,,15.011741,,
"Jawa Barat, Prop.",ID.JR,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,,,,,,,,,,,,,,,,,,,,,0.027894,,,,0.0969261,,,0.1736714,,0.0688705,,,0.0681315,,,0.13559322,,,0.01677289,,
"Jawa Tengah, Prop.",ID.JT,Agriculture function expenditure (in IDR),FC.XPD.AGR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,81437367584,1.01E+11,1.32E+11,1.13E+11,1.12E+11,1.44E+11,1.61E+11,2.02E+11,2.71E+11,2.86E+11,3.50E+11,3.30E+11,,,,
"Jawa Tengah, Prop.",ID.JT,"Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)",SE.NEXM.SCR.JRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)",SE.NEXM.SCR.PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",SE.NEXM.SCR.SRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Prop.",ID.JT,Birth attended by Skilled Health worker (in % of total birth),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,45.64445,49.0689,47.52539,57.74082,61.51159,50.77422,69.77077,72.06544,78.69843,75.24937,79.311,79.8888,84.90789,84.34071,88.39886,89.75662,91.656,92.672577,95.45551,98.93,98.87
"Jawa Tengah, Prop.",ID.JT,BPK Audit Report on Sub-National Budget,BPK.AUD.SUBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,
"Jawa Tengah, Prop.",ID.JT,Capital expenditure (in IDR),EC.XPD.CAP.CR,,,,,,,,,,,,,,,,,,,,,,,,,,1.54E+11,3.91E+11,3.02E+11,2.50E+11,2.97E+11,2.09E+11,,5.30E+11,,4.19E+11,4.64E+11,6.11E+11,9.95E+11,1.57E+12,2.51E+12,2.82E+12
"Jawa Tengah, Prop.",ID.JT,Consumer Price Index in 42 cities base 1996,EP.CPI.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Prop.",ID.JT,Consumer Price Index in 45 cities base 2002,EP.CPI.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Prop.",ID.JT,Consumer Price Index in 66 cities base 2007,EP.CPI.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Prop.",ID.JT,Economy function expenditure (in IDR),FC.XPD.ECON.CR,,,,,,,,,,,,,,,,,,,,,,,,,,1.07E+11,2.09E+11,1.02E+11,1.25E+11,1.28E+11,1.20E+11,1.23E+11,1.93E+11,2.17E+11,2.51E+11,3.14E+11,3.13E+11,,,,
"Jawa Tengah, Prop.",ID.JT,Education function expenditure (in IDR),FC.XPD.EDU.CR,,,,,,,,,,,,,,,,,,,,,,,,,,81998672768,1.09E+11,1.23E+11,1.22E+11,1.14E+11,3.64E+11,1.95E+11,2.18E+11,2.32E+11,2.92E+11,3.01E+11,3.63E+11,,,,
"Jawa Tengah, Prop.",ID.JT,Environment function expenditure (in IDR),FC.XPD.ENVR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,5209162943,20159680960,1.31E+11,71885082045,9523335925,11745322843,12145371000,20180000000,21255305000,21867505404,22566506710,44670000000,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Animals and vegetable oil, fat and waxes (province Level, in USD)",TRAD.EXPT.OLFTW,,,,,,,,,,,,,,,,,,,,,,,5445419,2926978,3367951,3989556,2777371,12287911,2739122,7976762,21290874,56834076,96885378,57604433,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Beverages and tobacco (province Level, in USD)",TRAD.EXPT.BVTO,,,,,,,,,,,,,,,,,,,,,,,2631001,2540110,5411968,2435473,5772082,2538443,1315010,1849771,3657464,4808957,3266970,4101678,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Chemical and related products, nes (province Level, in USD)",TRAD.EXPT.CHEM,,,,,,,,,,,,,,,,,,,,,,,26667122,36486044,42771346,32626426,46127147,51994891,40397301,36609852,60573696,72762135,72162868,75627520,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Commodities and transaction not elsewhere classified (province Level, in USD)",TRAD.EXPT.OTHR,,,,,,,,,,,,,,,,,,,,,,,628300000,182300000,185138,431870,950885,967637,409520,,,,,150,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Crude materials, inedible, except fuels (province Level, in USD)",TRAD.EXPT.CRUD,,,,,,,,,,,,,,,,,,,,,,,22191383,21715447,22806018,35722664,46855028,73584548,73923628,71338294,125417750,133970270,157700000,127512542,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Food and Live Animals (province Level, in USD)",TRAD.EXPT.FLVSK,,,,,,,,,,,,,,,,,,,,,,,72841735,92759095,98173687,114254376,101370348,109808754,134290423,103699011,130114783,150682331,226400000,204182873,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Machinery and transport equipment (province Level, in USD)",TRAD.EXPT.MTRN,,,,,,,,,,,,,,,,,,,,,,,40076000,70664843,57417631,48691353,48208424,65511863,80038343,76078431,106682117,128614084,146500000,103990265,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Manufactured goods, classified chiefly by material (province Level, in USD)",TRAD.EXPT.MANF,,,,,,,,,,,,,,,,,,,,,,,474100000,692700000,856000000,803261789,746753198,655112022,798124423,1003710466,1177431787,1239016484,1147000000,1058139951,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Mineral fuels, lubricants and related materials (province Level, in USD)",TRAD.EXPT.FUEL,,,,,,,,,,,,,,,,,,,,,,,87083822,182000000,251100000,198677007,186589345,271174547,288899946,264204330,236503598,349288156,111900000,185035590,,,,,,,
"Jawa Tengah, Prop.",ID.JT,"Export: Miscellaneous manufactures articles (province Level, in USD)",TRAD.EXPT.MANF.OTHR,,,,,,,,,,,,,,,,,,,,,,,253800000,606500000,759500000,732451281,765301792,886699741,907268145,1096890001,1253075061,1333673138,1335000000,1250172430,,,,,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on changes in stock (in IDR Million),NE.GDI.STKB.CR,,,,,,,,,,,,,,,,,,1034675,842094,1555373,2333423,2855051,2024626,1234070,8873235,-749221,-1170815,-5308930,-2776338,13239536,12684669,-152115,20644022,135064.82,-3090462.98,15058789.69,6764941.1,8504826.9,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on exports (in IDR Million),NE.GDI.EXPT.CR,,,,,,,,,,,,,,,,,,15827121,17673526,21253054,24429980,27769534,46582524,54382524,75021104,85431568,82988040,97441288,107474720,115976896,121075424,146187664,182100000,177695969.9,200745545.9,222913601.1,260400000,297400000,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on general government consumption (in IDR Million),NE.GDI.CON.GOVT.CR,,,,,,,,,,,,,,,,,,3895124,4273004,4777307,5155356,6746773,9144257,12842825,9115774,13199680,14289892,17106346,19450222,24575368,32600452,38872472,42004768,48170288.56,50690617,56133920.4,61523110,69644732,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on gross fixed capital formation (in IDR Million),NE.GDI.FTOT.CR,,,,,,,,,,,,,,,,,,7499519,9151739,10432269,11960812,12565527,18221032,18326350,19443890,21515844,24392022,27672216,32603178,36772032,48525636,55161028,68286648,77408666.28,85331511.95,92102444.28,109200000,124800000,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on imports (in IDR Million),NE.GDI.IMPT.CR,,,,,,,,,,,,,,,,,,-12045470,-13778016,-17616490,-20821204,-23160198,-37784128,-43087244,72602944,73472616,70658904,79484744,89898160,106510696,110619320,127952528,183200000,167964709.5,181129752.7,214780501.4,245300000,284500000,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on non profit private institution consumption (in IDR Million),NE.GDI.CON.NPI.CR,,,,,,,,,,,,,,,,,,728293,835305,935148,1032478,1097484,1601225,1835442,1945484,2307123,2854643,2937021,3273118,3626395,4158444,4606584,5321507,6046906.93,6351006.47,6926557.48,7965290,9161622.4,,,
"Jawa Tengah, Prop.",ID.JT,GDP expenditure on private consumption (in IDR Million),NE.GDI.CON.PRVT.CR,,,,,,,,,,,,,,,,,,17039646,20305914,25249372,28414516,32422258,44820688,55975232,72904768,84995176,99273952,111518672,123308520,146755792,173571408,195705696,231900000,256411756.8,285498002.5,320409012.6,355900000,398800000,,,
"Jawa Tengah, Prop.",ID.JT,"GDP on Agriculture Sector (in IDR Million), Constant Price",NA.GDP.AGR.KR,9380180.6,10395050,11422086,13250527,12051319,12168320,14064581,14631771,13468081,14116529,15035904,17661310,17437784,20763900,20944308,21596739,22843852,24412435,24323294,25664305,26529453,25679496,24818722,25581478,26124206,26417424.36,27725086.08,27157595.62,28606237.28,29924642.25,31002199.11,31862697.6,32880708,34101148.13,34955957.64,35399800.56,36712340,,,,
"Jawa Tengah, Prop.",ID.JT,"GDP on Agriculture Sector (in IDR Million), Current Price",NA.GDP.AGR.CR,,,,,,,,,,,,,,,,,,,,,,,,,26124206,29654854.33,33668128.27,33813526.67,38492121.6,44806485.33,57364981.87,63832141.75,72862986,79342553.91,86372005.95,95078348.99,104300000,,,,
"Jawa Tengah, Prop.",ID.JT,"GDP on Construction Sector (in IDR Million), Constant Price",NA.GDP.CNST.KR,899480.98,1102794.6,1204363.4,1323748.6,1239849.7,1189598.1,1564739.7,2551768.5,3346969.7,3709664.9,3992740.4,4192465.2,3897651.5,4616804.8,4013219.9,4342099.6,4940105.2,5304296.8,5581647.3,5976634.4,6648641.2,7072351.4,4802150.7,5375262.2,5262490.3,5532343.12,6116817.45,6907250.46,7448715.4,7960948.49,8446566.35,9055728.78,9647593,10300647.63,11014598.6,11753387.92,12573965,,,,
"Jawa Tengah, Prop.",ID.JT,"GDP on Construction Sector (in IDR Million), Current Price",NA.GDP.CNST.CR,,,,,,,,,,,,,,,,,,,,,,,,,5262490.3,6237929.5,7393911.77,8891130.37,10899131.66,13517731.95,15962321.08,18113000.92,21196202,24448721.4,27124582.63,29851905.75,33352512,,,,
"Jawa Tengah, Prop.",ID.JT,"GDP on Financial Service Sector (in IDR Million), Constant Price",NA.GDP.FINS.KR,1081321.7,1188673.3,1270558.1,1419787.6,2349599.9,2199019.9,2721674.5,3212329.8,3273154.4,3365219.9,3510024.2,3845932.7,3788491.7,3873415.1,4138587.9,4599756.9,4988772.6,4616183.1,5064573.7,5349068.4,5729370.3,6187135.6,4071443.8,4224908.3,4340626,4420388.39,4524128.37,4650861.8,4826541.38,5067665.7,5399608.7,5767341.21,6218054,6701533.13,7038128.91,7503725.18,8206252.1,,,,
